CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR
TQRMNOQVXHKKKNCDEGPDJ00859237;2024;1;1;1;40;N;19;373;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;6;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;250000;2;2;3;;3;2;125000;3;3;5;;4;4;373;96;0;1;2;0;0;Nuclear
TQRMNOQTRHJMKPCDEIGED00854581;2024;1;1;1;43;N;30;127;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;0;2;670000;7;7;7;;8;6;335000;8;8;8;;8;7;155;1;0;2;0;0;0;Nuclear
TQRMNOWUUHJOLOCDEHLEH00793234;2024;1;1;1;40;N;25;249;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;2;6;520000;6;6;7;;6;7;65000;1;1;2;;1;1;202;1;0;2;0;0;0;Extendido
TQRMNOPTVHJOKNCDEFNFF00793584;2024;1;1;1;41;N;7;330;1;;5;1;;4;1;1;1;;1;1;1;2;2;2;2;5;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;420000;5;5;6;;5;6;210000;6;6;8;;6;7;509;1;0;2;0;0;0;Nuclear
TQRMNOSSVHMOKSCDEGNFJ00800150;2024;1;2;1;44;N;17;229;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;450000;5;5;4;;5;3;150000;4;4;3;;4;3;419;1;0;98;0;0;0;Nuclear
TQRMNOQSRHKMKOCDEHNHB00859238;2024;1;1;1;42;S;27;451;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;1050000;9;9;9;9;;9;262500;7;7;8;7;;8;495;1;0;2;0;0;0;Nuclear
TQRMNOQRVHLOKTCDEHNHB00854313;2024;1;1;1;42;S;27;344;1;;3;1;;7;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;5;0;5;220000;2;2;2;2;;2;44000;1;1;1;1;;1;329;2;0;3;4;5;0;Extendido
TQRMNORUTHMOLLCDEHNHB00801155;2024;1;1;1;42;S;27;315;1;;3;1;;1;2;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;910000;8;9;9;8;;9;151666,67;4;4;4;4;;4;382;2;3;1;4;0;0;Extendido
TQRMNOSYYHMOLOCDEGJBF00799699;2024;1;1;1;43;S;13;1452;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;4;1;3;1650000;10;10;10;10;;10;412500;9;9;9;9;;9;1503;2;0;1;0;0;0;Nuclear
TQRMNORWRHLMKQCDEFIAH00856365;2024;1;1;1;43;S;2;713;1;;2;1;;4;1;1;1;;1;1;2;2;2;2;2;2;1;2;0;1;2;1;2;0;2;0;8;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Unipersonal
TQRMNOSSUHJMLPCDEFIAH00856368;2024;1;1;1;43;S;2;1339;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;370000;4;4;4;4;;4;92500;2;2;2;2;;2;2103;1;2;98;0;0;0;Nuclear
TQRMNOQYWHJOLQCDEGIBJ00793732;2024;1;1;1;41;N;12;614;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;200000;2;2;2;;2;2;200000;6;6;7;;6;7;608;1;0;98;0;0;0;Unipersonal
TQRMNOUYRHJNKMCDEIOAH00793971;2024;1;1;1;43;N;38;147;1;;3;2;;4;2;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;120000;1;1;1;;1;1;60000;1;1;1;;1;1;203;1;0;98;0;0;0;Nuclear
TQRMNORXTHKNKMCDEIOAH00859239;2024;1;1;1;43;N;38;82;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;83000;1;1;1;;1;1;41500;1;1;1;;1;1;97;1;2;98;0;0;0;Nuclear
TQRMNOQSXHJMLPCDEIJAH00855110;2024;1;1;1;1;S;33;2127;1;;3;1;;3;1;1;1;;1;1;1;1;1;2;2;5;3;2;0;1;1;1;1;1;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;7;1;6;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;Extendido
TQRMNORYYHMLLPCDEIMBF00802824;2024;1;2;1;43;N;36;170;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;0;2;230000;2;2;2;;2;2;115000;3;3;3;;3;3;157;1;2;98;0;0;0;Nuclear
TQRMNOQPVHJMLNCDEIMBF00855859;2024;1;2;1;43;N;36;140;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;0;1;276000;3;3;3;;3;3;276000;7;7;7;;8;7;141;1;0;98;0;0;0;Unipersonal
TQRMNORRPHLMLOCDEIMBF00855909;2024;1;1;1;43;N;36;110;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;175000;1;1;2;;1;1;175000;5;5;5;;5;5;124;1;0;98;0;0;0;Unipersonal
TQRMNOQPQHJLLMCDEGIBJ00796422;2024;1;1;1;41;N;12;455;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;440000;5;5;6;;5;5;220000;6;6;8;;7;7;473;1;2;98;0;0;0;Nuclear
TQRMNORPVHKMLLCDEGIBJ00859364;2024;1;1;1;41;N;12;225;1;;3;1;;1;1;1;1;;1;1;1;1;1;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;1147000;9;9;10;;9;10;229400;6;7;8;;7;7;247;1;0;2;0;0;0;Extendido
TQRMNORTVHJOLPCDEHPJB00793821;2024;1;1;1;40;S;29;531;1;;4;1;;4;1;1;1;;1;2;1;3;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;410000;5;5;5;5;;5;205000;6;6;7;6;;7;539;2;0;98;0;0;0;Nuclear
TQRMNOPTRHJLLLCDEIGED00854625;2024;1;1;1;43;N;30;139;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Unipersonal
TQRMNOQTUHJMLQCDEIGED00796548;2024;1;1;1;43;N;30;189;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear
TQRMNOSSYHJLKTCDEGLDF00799960;2024;1;1;1;41;N;15;297;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;6;1;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;3;0;0;0;Extendido
TQRMNOURUHKOLOCDEGLDF00859365;2024;1;1;1;41;N;15;520;1;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;1;3;536000;6;6;8;;6;8;134000;4;4;5;;4;5;627;3;1;98;0;0;0;Nuclear
TQRMNOUSQHKOLOCDEGLDF00859366;2024;1;1;1;41;N;15;303;1;;1;2;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;232000;2;2;3;;2;2;116000;3;3;4;;3;4;353;2;0;98;0;0;0;Nuclear
TQRMNOPSWHMOLOCDEGLDF00799971;2024;1;1;1;41;N;15;104;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;575000;6;7;8;;7;8;287500;7;8;9;;8;10;120;1;0;98;0;0;0;Nuclear
TQRMNOPYUHLMLMCDEGLDF00853197;2024;1;1;1;41;N;15;123;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;320000;3;4;5;;4;4;160000;4;5;6;;5;7;142;2;0;98;0;0;0;Nuclear
TQRMNOQTXHKOLQCDEHJGH00859367;2024;1;1;1;40;S;23;351;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;2;2;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;9;3;6;590000;6;7;7;6;;6;65555,56;1;1;2;1;;2;460;1;2;98;0;0;0;Extendido
TQRMNOSTPHKOLQCDEHJGH00859368;2024;1;1;1;40;S;23;431;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;265000;3;3;3;2;;3;66250;1;1;2;1;;2;479;1;0;98;0;0;0;Nuclear
TQRMNOUSPHKMLOCDEHLEH00859369;2024;1;1;1;40;N;25;229;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;180000;1;2;2;;2;2;60000;1;1;1;;1;1;247;1;0;98;0;0;0;Nuclear
TQRMNOPUYHJMLMCDEHLEH00800846;2024;1;1;1;40;N;25;174;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;670000;7;7;8;;8;9;167500;5;5;6;;5;7;210;2;0;1;0;0;0;Nuclear
TQRMNORTXHLMLOCDEHLEH00854078;2024;1;1;1;40;N;25;101;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;260000;2;3;3;;3;3;130000;4;4;5;;4;5;140;2;0;98;0;0;0;Nuclear
TQRMNOTVSHLMLOCDEHLEH00854080;2024;1;1;1;40;N;25;224;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;2;1;244500;2;2;3;;3;3;81500;2;2;2;;2;2;260;1;0;98;0;0;0;Nuclear
TQRMNOPWPHMOLMCDEHLEH00800847;2024;1;1;1;40;N;25;148;1;;5;1;;2;2;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Extendido
TQRMNORTXHJOLPCDEHLEH00796356;2024;1;1;1;40;N;25;180;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;0;4;385500;4;4;5;;4;5;96375;2;2;3;;3;3;235;2;0;98;0;0;0;Nuclear
TQRMNORXTHMOLNCDEHLEH00800849;2024;1;1;1;40;N;25;130;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;4;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;610000;7;7;8;;7;9;305000;8;8;9;;8;10;167;1;0;98;0;0;0;Nuclear
TQRMNOSQXHLLKNCDEFMDB00852132;2024;1;1;1;43;N;6;241;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;680000;7;7;7;;8;7;680000;10;10;10;;10;10;413;1;0;98;0;0;0;Unipersonal
TQRMNOSRUHLMKQCDEFMDB00852124;2024;1;1;1;43;N;6;157;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear
TQRMNOSRUHLMKQCDEFMDB00852124;2024;1;2;1;43;N;6;138;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;6;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear
TQRMNOSVUHKLKRCDEFMDB00858997;2024;1;1;1;43;N;6;344;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;2;1;2;0;2;0;1;;2;;1;2;1;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;1;98;0;0;0;Nuclear
TQRMNOQYXHLOLRCDEHJGH00853911;2024;1;1;1;40;S;23;357;1;;4;2;;4;2;1;1;;1;1;1;1;2;1;2;4;2;1;1;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;575000;6;7;7;6;;6;115000;3;3;4;3;;4;431;2;0;98;0;0;0;Extendido
TQRMNOQRQHKOLTCDEHJGH00858998;2024;1;1;1;40;S;23;255;1;;5;1;;2;2;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;580600;6;7;7;6;;6;96766,67;2;2;3;2;;3;326;1;2;98;0;0;0;Extendido
TQRMNOPTVHMMKTCDEHNHB00801148;2024;1;1;1;42;S;27;416;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;8;1;7;1328000;9;10;10;9;;10;166000;5;5;5;5;;5;435;5;4;3;0;0;0;Extendido
TQRMNOQYVHJNLOCDEIGED00793349;2024;1;1;1;43;N;30;93;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;340000;4;4;4;;4;3;340000;8;8;8;;8;7;120;1;0;98;0;0;0;Unipersonal
TQRMNOPPRHKMLPCDEIGED00858999;2024;1;1;1;43;N;30;108;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;830000;8;8;8;;9;7;415000;9;9;9;;9;8;158;1;2;98;0;0;0;Nuclear
TQRMNOUWVHMLLLCDEHLEH00800880;2024;1;1;1;40;N;25;448;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;4;2;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;0;0;0;Nuclear
TQRMNOTUXHLOLMCDEHLEH00854056;2024;1;1;1;40;N;25;191;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;225000;2;2;2;;2;2;225000;6;6;8;;7;9;228;1;0;98;0;0;0;Unipersonal
TQRMNOPSUHJMKUCDEHLEH00794027;2024;1;1;1;40;N;25;176;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;4;1;3;0;0;Extendido
TQRMNOVRQHJMKUCDEHLEH00794028;2024;1;1;1;40;N;25;149;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;239000;2;2;2;;2;3;119500;3;3;4;;3;5;202;1;1;98;0;0;0;Nuclear
TQRMNOUSRHKOLMCDEHLEH00859000;2024;1;1;1;40;N;25;155;2;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;3;;2;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;135000;1;1;1;;1;1;67500;1;1;2;;2;1;167;1;2;98;0;0;0;Nuclear
TQRMNOPUQHKMMMCDEFKID00859001;2024;1;1;1;43;S;4;569;1;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;6;1;1;1;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear
TQRMNOPUWHJMMLCDEFKID00793852;2024;1;1;1;43;S;4;753;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;450000;5;5;5;5;;5;450000;9;9;9;9;;9;956;1;0;98;0;0;0;Unipersonal
TQRMNOTRXHJOKPCDEIHJF00793666;2024;1;1;1;44;N;31;180;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;2;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;1;2;2;2;1;0;1;1200000;9;10;9;;10;8;1200000;10;10;10;;10;10;184;1;0;98;0;0;0;Unipersonal
TQRMNOTTRHLOKNCDEIHJF00859002;2024;1;1;1;44;N;31;97;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1600000;10;10;10;;10;10;1600000;10;10;10;;10;10;104;1;0;96;0;0;0;Unipersonal
TQRMNOQXSHJLKSCDEGGFB00793280;2024;1;1;1;42;S;10;1060;2;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;900000;8;9;9;8;;9;900000;10;10;10;10;;10;1315;1;0;98;0;0;0;Unipersonal
TQRMNORPPHMMKSCDEGGFB00799428;2024;1;1;1;42;S;10;784;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;881000;8;9;9;8;;9;440500;9;9;9;9;;9;1071;1;0;2;0;0;0;Nuclear
TQRMNOPVQHLMKSCDEGGFB00852645;2024;1;1;1;42;S;10;684;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;350000;4;4;4;4;;3;350000;8;8;9;8;;8;746;1;0;98;0;0;0;Unipersonal
TQRMNORSWHMMLPCDEIGED00801459;2024;1;1;1;43;N;30;174;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;150000;1;1;1;;1;1;150000;4;4;4;;4;3;179;1;0;98;0;0;0;Unipersonal
TQRMNOPRVHKNQLCDEIJAH00859114;2024;1;1;1;1;S;33;1525;1;;2;1;;4;1;1;2;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;386000;4;;4;4;;4;193000;5;;5;5;;6;2491;2;0;98;0;0;0;Nuclear
TQRMNORUYHLKKMCDEFOCD00859115;2024;1;1;1;41;N;8;546;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;270000;3;3;4;;3;5;270000;7;7;9;;8;10;602;1;0;98;0;0;0;Unipersonal
TQRMNOQSPHLOKNCDEFOCD00859116;2024;1;1;1;41;N;8;349;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;2;1;1;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;880000;8;9;10;;9;10;440000;9;9;10;;9;10;451;2;0;1;0;0;0;Nuclear
TQRMNOQXTHJOKPCDEFOCD00796616;2024;1;1;1;41;N;8;308;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;4;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;380000;4;4;5;;4;7;126666,67;3;4;5;;4;6;399;2;0;98;0;0;0;Nuclear
TQRMNORYQHKMLRCDEFLID00859117;2024;1;1;1;43;S;5;449;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;0;0;0;Nuclear
TQRMNORTXHMMLNCDEFLID00798695;2024;1;1;1;43;S;5;648;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear
TQRMNOPTTHMOLPCDEFLID00798696;2024;1;1;1;43;S;5;265;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;2;2;2;0;0;0;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;375000;4;4;4;4;;4;187500;5;5;5;5;;6;422;1;0;98;0;0;0;Nuclear
TQRMNOTUTHMOLQCDEFLID00798704;2024;1;1;1;43;S;5;453;1;;2;2;;4;2;1;1;;1;2;2;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;8;1;7;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;6;0;0;Extendido
