CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;DENSIDAD_HOGAR
TQRMNOSWTHKNKPCDEHMHF00870985;2024;3;1;1;42;N;26;112;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;705000;4;5;5;;5;5;235000;3;4;4;;4;4;129;1;2;3;0;0;0;Nuclear;BAJO
TQRMNORPSHKOLQCDEIMBF00870986;2024;3;1;1;43;N;36;111;1;;3;2;;2;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;335000;2;2;2;;2;2;167500;2;2;2;;3;2;203;2;0;98;0;0;0;Nuclear;BAJO
TQRMNOPRSHMOKNCDEGIBJ00809795;2024;3;1;1;41;N;12;230;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;1;4;3;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;900000;5;6;8;;6;7;225000;3;3;5;;4;4;235;2;0;98;0;0;0;Nuclear;MEDIO
TQSMNOQVVHMOKNCDEGIBJ00809796;2024;3;1;1;41;N;12;154;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;1;1;1;1;2;2;0;2;0;1;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;295000;1;1;2;;2;1;295000;4;5;6;;5;6;155;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOQRWHKMKQCDEGIBJ00870987;2024;3;1;1;41;N;12;328;1;;5;1;;1;1;1;1;;1;1;1;1;2;1;2;5;4;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1260000;7;8;9;;8;9;315000;5;5;7;;6;7;334;2;0;98;0;0;0;Nuclear;BAJO
TQRMNOPSPHJNKOCDEHJGH00866371;2024;3;1;1;40;S;23;334;1;;6;1;;2;2;1;1;;1;1;1;1;2;2;2;6;5;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;7;0;7;5258000;10;10;10;10;;10;751142,86;9;9;10;9;;10;335;6;0;1;0;0;0;Extendido;MEDIO
TQRMNOPTRHMMKRCDEHJGH00853834;2024;3;1;1;40;S;23;525;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;5;1;4;350000;2;2;2;2;;2;70000;1;1;1;1;;1;522;1;0;98;0;0;0;Extendido;MEDIO
TQRMNOSTTHKMKRCDEHJGH00871071;2024;3;1;1;40;S;23;295;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;230000;1;1;1;1;;1;230000;3;3;5;3;;5;306;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOQWTHJMKPCDEHJGH00866372;2024;3;1;1;40;S;23;264;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1500000;8;8;9;8;;8;750000;9;9;10;9;;10;271;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNOSVTHJLKQCDEHJGH00871072;2024;3;1;1;40;S;23;495;1;;1;1;;4;2;3;1;;1;2;2;3;2;2;2;1;1;2;0;2;2;2;0;0;0;0;9;ES DE UN FAMILIAR;2;;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;2;2;3;1;2;360000;2;2;2;2;;2;120000;1;1;2;1;;2;506;1;0;98;0;0;0;Nuclear;ALTO
TQRMNOPSPHKOKNCDEGNFJ00871073;2024;3;1;1;44;N;17;183;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNORVUHLNLSCDEGGFB00809690;2024;3;1;1;42;S;10;885;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;0;2;535000;3;3;3;3;;3;267500;4;4;4;4;;4;1764;1;0;2;0;0;0;Nuclear;MEDIO
TQRMNORQPHLMLTCDEGGFB00804565;2024;3;1;1;42;S;10;340;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1500000;8;8;9;8;;8;750000;9;9;9;8;;9;687;2;1;98;0;0;0;Nuclear;MEDIO
TQRMNORSPHMMMLCDEGGFB00809691;2024;3;1;1;42;S;10;685;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;1;3;1320000;7;8;8;7;;8;330000;5;5;6;5;;6;995;2;1;3;0;0;0;Nuclear;MEDIO
TQRMNOSSYHMMMLCDEGGFB00809692;2024;3;1;1;42;S;10;529;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;3;0;0;Nuclear;MEDIO
TQRMNOPYQHLOKPCDEFMDB00804000;2024;3;1;1;43;N;6;203;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1800000;9;9;9;;9;9;450000;7;7;6;;7;7;223;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNORTTHLOKPCDEFMDB00803967;2024;3;1;1;43;N;6;179;1;;4;2;;1;1;1;1;;1;1;1;3;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;0;4;370000;2;2;2;;2;2;92500;1;1;1;;1;1;289;2;1;3;0;0;0;Nuclear;MEDIO
TQRMNOPQYHMLKSCDEFMDB00809225;2024;3;1;1;43;N;6;295;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;3;4;0;0;Extendido;MEDIO
TQRMNORTQHMLKSCDEFMDB00871074;2024;3;1;1;43;N;6;251;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;900000;5;6;6;;6;6;450000;7;7;6;;7;7;402;2;0;97;0;0;0;Nuclear;BAJO
TQRMNOQVYHJOKSCDEFMDB00866420;2024;3;1;1;43;N;6;135;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;420000;2;2;2;;3;2;420000;6;7;6;;7;6;170;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOPPTHJOLRCDEFLID00865964;2024;3;1;1;43;S;5;232;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2520000;10;10;10;10;;10;630000;8;8;8;8;;8;793;1;0;2;0;0;0;Nuclear;MEDIO
TQRMNOPPUHJOLRCDEFLID00865978;2024;3;1;1;43;S;5;383;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2700000;10;10;10;10;;10;2700000;10;10;10;10;;10;579;97;0;1;0;0;0;Unipersonal;BAJO
TQRMNOQVPHJOLRCDEFLID00865979;2024;3;1;1;43;S;5;228;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;750000;4;5;4;4;;5;375000;6;6;5;5;;6;454;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOQYTHKOLSCDEFLID00871075;2024;3;1;1;43;S;5;201;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;720000;4;5;4;4;;5;240000;3;4;3;3;;3;562;2;0;1;0;0;0;Nuclear;MEDIO
TQRMNOPSTHKOLTCDEFLID00871076;2024;3;1;1;43;S;5;345;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1400000;8;8;8;7;;8;280000;4;4;4;4;;4;724;2;0;3;0;0;0;Extendido;MEDIO
TQRMNORXTHJOPNCDEIJAH00865018;2024;3;1;1;1;S;33;2641;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;0;0;0;Nuclear;MEDIO
TQRMNORUTHLOLQCDEFJAH00808752;2024;3;1;1;43;N;3;346;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;710000;4;5;4;;5;4;236666,67;3;4;3;;4;2;546;2;0;98;0;0;0;Nuclear;MEDIO
TQRMNORPRHKLRQCDEIJAH00871153;2024;3;1;1;1;S;33;919;1;;7;1;;1;1;1;1;;1;1;1;1;2;2;2;7;3;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;4000000;10;;10;10;;10;1000000;9;;9;9;;10;2219;2;0;98;0;0;0;Nuclear;BAJO
TQRMNOQUXHLOTOCDEIJAH00807698;2024;3;1;1;1;S;33;878;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;310000;1;;1;1;;1;310000;5;;4;5;;5;1132;1;0;98;0;0;0;Unipersonal;BAJO
TQRMNOPTWHLMKTCDEIOAH00813162;2024;3;1;1;43;N;38;45;1;;4;1;;3;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOSXUHJOMMCDEHPJB00865333;2024;3;1;1;40;S;29;376;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;3;1;2;1310000;7;8;8;7;;8;436666,67;6;7;8;6;;8;469;2;0;1;0;0;0;Nuclear;MEDIO
TQRMNOPVXHLMKTCDEIOAH00808249;2024;3;1;1;43;N;38;63;1;;3;1;;1;1;1;2;;1;1;1;2;2;2;2;3;2;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;2;2;1250000;7;8;7;;8;8;312500;5;5;4;;6;5;96;2;0;98;0;0;0;Nuclear;MEDIO
TQRMNOQXYHLMKTCDEIOAH00808250;2024;3;1;1;43;N;38;56;1;;1;1;;4;1;1;2;;1;1;1;3;2;2;2;1;1;2;0;1;1;1;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;700000;4;4;4;;5;4;233333,33;3;4;3;;4;4;75;1;0;98;0;0;0;Nuclear;ALTO
TQRMNOTWXHKOLLCDEIOAH00871154;2024;3;1;1;43;N;38;177;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;798000;5;5;5;;5;5;399000;6;6;6;;7;6;238;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOPXQHMLLLCDEIOAH00813163;2024;3;1;1;43;N;38;169;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;96;0;0;0;Unipersonal;BAJO
TQRMNORTXHMLLLCDEIOAH00813133;2024;3;1;1;43;N;38;151;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;576000;3;3;3;;4;3;288000;4;5;4;;5;5;211;2;0;98;0;0;0;Nuclear;BAJO
TQRMNOSVXHJMLMCDEIOAH00865069;2024;3;1;1;43;N;38;131;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;470000;2;3;2;;3;3;117500;1;1;1;;2;2;185;1;0;4;0;0;0;Nuclear;MEDIO
TQRMNOQTWHJMLQCDEIJAH00864946;2024;3;1;1;1;S;33;2574;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;5;0;5;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;3;0;0;Extendido;MEDIO
TQRMNOPPXHLNKSCDEIJAH00807758;2024;3;2;1;1;S;33;3412;3;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOQPRHMLKRCDEIJAH00855647;2024;3;1;1;1;S;33;3065;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2400000;10;;9;9;;10;600000;8;;8;8;;8;5247;1;0;2;0;0;0;Nuclear;MEDIO
TQRMNOPYPHKOPLCDEIJAH00871155;2024;3;1;1;1;S;33;3370;1;;2;1;;2;1;1;1;;1;1;1;1;1;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;3;0;0;0;Nuclear;MEDIO
TQRMNORQSHLMLOCDEIMBF00808116;2024;3;1;1;43;N;36;148;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOPXTHJLKOCDEGGFB00865132;2024;3;1;1;42;S;10;713;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;3;0;0;Nuclear;MEDIO
TQRMNORRWHJLKOCDEGGFB00865133;2024;3;1;1;42;S;10;601;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;1;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;3;98;0;0;0;Extendido;MEDIO
TQRMNOQPRHMKKOCDEGGFB00809644;2024;3;1;1;42;S;10;321;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;867000;5;6;6;5;;6;867000;9;9;10;9;;9;647;1;0;98;0;0;0;Unipersonal;MEDIO
TQRMNOQRRHMOKPCDEGGFB00809641;2024;3;1;1;42;S;10;540;1;;2;1;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;460000;2;3;3;2;;2;115000;1;1;1;1;;1;624;1;3;98;0;0;0;Nuclear;MEDIO
TQRMNOSRVHMOKPCDEGGFB00809642;2024;3;1;1;42;S;10;490;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;7;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;485000;2;3;3;2;;3;161666,67;2;2;2;2;;2;706;1;0;2;0;0;0;Nuclear;ALTO
TQRMNOSPSHJMLNCDEIGED00865336;2024;3;1;1;43;N;30;114;2;;3;1;;2;1;1;1;;1;1;1;1;2;1;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;1050000;6;7;6;;7;6;525000;7;8;7;;8;7;125;1;2;98;0;0;0;Nuclear;BAJO
TQRMNOQXTHKMLLCDEIGED00871156;2024;3;1;1;43;N;30;150;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;990000;6;6;6;;7;6;495000;7;7;7;;8;6;226;1;2;98;0;0;0;Nuclear;BAJO
TQRMNORSPHMLLNCDEGPDJ00810617;2024;3;1;1;40;N;19;181;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;1;2;2;1;2;2;7;1;6;887000;5;6;6;;6;6;126714,29;1;2;2;;2;2;181;2;5;98;0;0;0;Extendido;ALTO
TQRMNOPRYHJNKMCDEIGED00494181;2024;3;1;1;43;N;30;44;1;;3;1;;4;2;1;1;;1;1;1;1;2;1;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOPYRHJMKNCDEIGED00866185;2024;3;1;1;43;N;30;130;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;1555000;8;9;8;;9;8;388750;6;6;6;;7;5;191;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNORRTHMNKMCDEIGED00811675;2024;3;1;1;43;N;30;234;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;2;2;2800000;10;10;10;;10;10;700000;8;9;8;;9;8;349;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNORWSHLMKMCDEIGED00806683;2024;3;1;1;43;N;30;125;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;3;0;3;1000000;6;6;6;;7;6;333333,33;5;5;5;;6;4;185;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOQPQHKNKMCDEIGED00871220;2024;3;1;1;43;N;30;168;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;3;1;2;480000;2;3;3;;3;3;160000;2;2;2;;2;2;217;1;0;2;0;0;0;Nuclear;BAJO
TQRMNOTRYHKMMLCDEHJGH00871221;2024;3;1;1;40;S;23;459;1;;3;2;;2;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;260000;1;1;1;1;;2;130000;2;2;2;1;;2;470;2;0;98;0;0;0;Nuclear;BAJO
TQRMNOPQWHJOLSCDEHJGH00866200;2024;3;1;1;40;S;23;321;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1460000;8;8;9;8;;8;365000;6;6;7;5;;7;342;2;0;1;0;0;0;Nuclear;MEDIO
TQRMNOSPTHMMKTCDEIJAH00871222;2024;3;1;1;1;S;33;2057;1;;2;1;;2;1;1;1;;1;1;1;1;1;1;2;2;2;2;0;1;2;2;2;0;2;0;8;;4;COCINAR;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2250000;9;;9;9;;9;1125000;10;;10;10;;10;3604;1;2;98;0;0;0;Nuclear;MEDIO
TQRMNOSPUHLMKRCDEIJAH00807290;2024;3;1;1;1;S;33;2382;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;4;electricidad;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;710000;4;;4;4;;4;355000;5;;5;5;;6;2252;1;0;98;0;0;0;Nuclear;MEDIO
TQRMNOQQWHMMLLCDEIJAH00812582;2024;3;1;1;1;S;33;1965;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;510000;3;;2;3;;3;255000;4;;3;4;;4;3301;1;0;98;0;0;0;Nuclear;BAJO
TQRMNOQXXHKOLOCDEIJAH00871223;2024;3;1;1;1;S;33;57;1;;1;1;;2;2;2;1;;1;1;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;1;0;1;600000;3;;3;3;;3;600000;8;;8;8;;8;72;97;0;98;0;0;0;Unipersonal;MEDIO
TQRMNOTVPHLMKUCDEIJAH00871224;2024;3;1;1;1;S;33;269;1;;1;1;;2;2;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;1;2;640000;4;;3;3;;4;213333,33;3;;3;3;;3;373;1;0;98;0;0;0;Nuclear;ALTO
TQRMNOPVPHLMLLCDEIJAH00807292;2024;3;1;1;1;S;33;2801;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;715000;4;;4;4;;4;357500;5;;5;5;;6;4414;97;0;98;0;0;0;Nuclear;BAJO
TQRMNOQPRHLOLNCDEIJAH00807326;2024;3;1;1;1;S;33;608;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;3;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;3;5;0;0;Nuclear;BAJO
TQRMNORYVHKMLPCDEIJAH00871225;2024;3;1;1;1;S;33;2353;1;;2;2;;1;1;1;1;;1;1;1;1;2;1;2;2;2;2;0;2;2;2;0;0;0;0;3;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;Nuclear;MEDIO
