CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;DENSIDAD_HOGAR
TQRMNOQUVHKMLLCDEFIAH00869951;2024;3;1;1;43;S;2;628;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200000;1;1;1;1;;1;200000;3;3;2;3;;3;732;1;0;98;0;0;0;BAJO
TQRMNOPXVHJMLPCDEFIAH00864265;2024;3;1;1;43;S;2;521;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;MEDIO
TQRMNOPXWHJMLPCDEFIAH00864735;2024;3;1;1;43;S;2;560;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;MEDIO
TQRMNOSPTHKMLNCDEFIAH00869952;2024;3;1;1;43;S;2;687;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;5;0;5;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;MEDIO
TQRMNOPYWHJOLQCDEFIAH00864267;2024;3;1;1;43;S;2;981;1;;3;1;;5;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;605000;3;4;4;3;;4;302500;5;5;4;4;;4;1033;1;0;98;0;0;0;BAJO
TQRMNOPPQHLMKMCDEIKAH00807911;2024;3;2;1;43;S;34;1049;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;0;2;300000;1;2;1;1;;1;150000;2;2;2;2;;1;631;1;2;98;0;0;0;BAJO
TQRMNOQVTHLMKMCDEIKAH00812872;2024;3;1;1;43;S;34;1285;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;1;1;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;1;3;2300000;9;10;10;9;;10;575000;8;8;8;8;;8;2982;1;2;98;0;0;0;BAJO
TQRMNOQRSHLMKNCDEIKAH00807916;2024;3;1;1;43;S;34;802;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;1;3;1250000;7;8;7;7;;7;312500;5;5;4;5;;4;1012;1;2;98;0;0;0;MEDIO
TQRMNOSUYHMMKPCDEHIBB00810815;2024;3;1;1;40;N;22;119;1;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;6;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;730000;4;5;5;;5;5;365000;6;6;7;;6;7;129;1;2;98;0;0;0;BAJO
TQRMNORXYHMLKQCDEHIBB00810816;2024;3;1;1;40;N;22;108;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1910000;9;9;10;;9;9;636666,67;8;8;9;;9;10;121;1;2;3;0;0;0;BAJO
TQRMNOQYQHLLKMCDEHIBB00805767;2024;3;1;1;40;N;22;115;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;1300000;7;8;8;;8;8;433333,33;6;7;8;;7;8;129;1;2;3;0;0;0;MEDIO
TQRMNOSXSHLMKNCDEHIBB00805768;2024;3;1;1;40;N;22;120;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;1;3;2;;1;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;4;1;3;340000;2;2;2;;2;2;85000;1;1;1;;1;1;127;1;0;98;0;0;0;MEDIO
TQRMNOPWVHKOKPCDEHIBB00869953;2024;3;1;1;40;N;22;106;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;0;2;560000;3;3;4;;4;4;280000;4;4;6;;5;6;109;1;0;98;0;0;0;MEDIO
TQRMNOPSXHLMKOCDEHIBB00805740;2024;3;2;1;40;N;22;104;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;0;1;230000;1;1;1;;1;1;230000;3;3;5;;4;5;107;1;0;98;0;0;0;MEDIO
TQRMNOPYVHLKKQCDEHIBB00805769;2024;3;1;1;40;N;22;134;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;2;4;1200000;7;7;8;;8;8;200000;3;3;4;;3;4;146;2;0;98;0;0;0;ALTO
TQRMNOQWUHMMKSCDEHIBB00810818;2024;3;1;1;40;N;22;104;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;500000;3;3;3;;3;4;250000;4;4;5;;4;5;112;1;2;98;0;0;0;BAJO
TQRMNORURHMLKTCDEHIBB00810820;2024;3;1;1;40;N;22;122;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;0;0;0;BAJO
TQRMNOTQTHLNLPCDEIKAH00807981;2024;3;1;1;43;S;34;730;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;3150000;10;10;10;10;;10;787500;9;9;9;9;;9;837;1;2;98;0;0;0;MEDIO
TQRMNOPPXHLNQTCDEIJAH00807771;2024;3;1;1;1;S;33;2819;1;;2;1;;1;2;1;2;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;MEDIO
TQRMNORUQHLOLPCDEHIBB00805844;2024;3;1;1;40;N;22;113;1;;1;1;;2;1;1;1;;1;2;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;780000;4;5;5;;5;6;156000;2;2;3;;2;3;120;2;0;98;0;0;0;ALTO
TQRMNOXXUHJMLPCDEHIBB00863685;2024;3;1;1;40;N;22;83;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1430000;8;8;9;;8;8;715000;9;9;10;;9;10;88;1;2;98;0;0;0;BAJO
TQRMNOPXUHMNLQCDEHIBB00810798;2024;3;1;1;40;N;22;103;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;4;1;3;2240000;9;10;10;;10;10;560000;8;8;9;;8;9;109;2;0;1;0;0;0;MEDIO
TQRMNORQWHMOKMCDEGJBF00809904;2024;3;1;1;43;S;13;693;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;8;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;860000;5;6;5;5;;5;430000;6;7;6;6;;6;736;1;2;98;0;0;0;MEDIO
TQRMNOQPUHLMKMCDEGJBF00804953;2024;3;1;1;43;S;13;758;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;1;1;2;2;2;4;1;3;940000;6;6;6;5;;6;235000;3;4;3;3;;3;821;2;0;98;0;0;0;MEDIO
TQRMNOQSUHLOMNCDEGJBF00804967;2024;3;1;1;43;S;13;634;1;;4;1;;2;1;1;1;;1;1;1;2;2;2;2;4;2;1;1;1;1;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;505000;3;3;3;3;;3;252500;4;4;3;4;;3;704;2;0;98;0;0;0;BAJO
TQRMNOTXVHKKKOCDEHIBB00869503;2024;3;1;1;40;N;22;157;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1725000;9;9;9;;9;9;575000;8;8;9;;8;9;173;1;0;2;0;0;0;MEDIO
TQRMNOTXWHKKKOCDEHIBB00869504;2024;3;1;1;40;N;22;262;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;100000;1;1;1;;1;1;100000;1;1;1;;1;2;260;1;0;98;0;0;0;MEDIO
TQRMNOQXPHLLKMCDEHIBB00805737;2024;3;2;1;40;N;22;105;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;650000;4;4;4;;4;5;325000;5;5;7;;6;6;105;1;0;98;0;0;0;BAJO
TQSMNORWVHLMKNCDEHIBB00805836;2024;3;1;1;40;N;22;195;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;4;electricidad;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;250000;1;1;1;;1;1;250000;4;4;5;;4;5;183;1;0;98;0;0;0;MEDIO
TQTMNORWVHLMKNCDEHIBB00805837;2024;3;1;1;40;N;22;101;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;0;1;285000;1;1;1;;1;2;285000;4;4;6;;5;6;96;1;0;98;0;0;0;MEDIO
TQRMNOPSUHLMKOCDEHIBB00805838;2024;3;1;1;40;N;22;123;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;270000;1;1;1;;1;2;270000;4;4;5;;5;6;126;1;0;98;0;0;0;BAJO
TQRMNOPXWHJKKQCDEHIBB00869505;2024;3;1;1;40;N;22;113;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;MEDIO
TQRMNORTTHKMKRCDEHIBB00869506;2024;3;1;1;40;N;22;104;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;954000;6;6;7;;6;7;159000;2;2;3;;2;3;109;2;0;1;0;0;0;MEDIO
TQRMNORTSHLOKNCDEGJBF00804964;2024;3;1;1;43;S;13;741;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;1;0;1;15000;1;1;1;1;;1;15000;1;1;1;1;;1;715;1;0;97;0;0;0;BAJO
TQRMNOQPSHKOKNCDEGJBF00869507;2024;3;1;1;43;S;13;780;1;;2;2;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;MEDIO
TQRMNOUSXHKOKNCDEGJBF00869508;2024;3;1;1;43;S;13;634;2;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1470000;8;8;8;8;;8;735000;9;9;9;8;;9;731;1;0;98;0;0;0;MEDIO
TQRMNOQXPHLNKOCDEGJBF00804972;2024;3;1;1;43;S;13;257;2;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;600000;3;4;4;3;;3;600000;8;8;8;8;;8;273;1;0;96;0;0;0;BAJO
TQRMNOSQVHLNKOCDEGJBF00809978;2024;3;1;1;43;S;13;375;2;;2;1;;5;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;514219;3;3;3;3;;3;128554,75;1;2;1;1;;1;396;1;0;2;0;0;0;MEDIO
TQRMNORVQHLNKPCDEGJBF00804969;2024;3;2;1;43;S;13;683;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;1;2;1300000;7;8;7;7;;8;433333,33;6;7;6;6;;6;753;1;0;2;0;0;0;MEDIO
TQRMNORVTHLNKPCDEGJBF00809918;2024;3;1;1;43;S;13;567;1;;2;3;;5;2;2;1;;1;2;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;366000;2;2;2;2;;2;183000;2;3;2;2;;2;631;1;0;98;0;0;0;MEDIO
TQRMNOQPWHJOKQCDEGJBF00864790;2024;3;1;1;43;S;13;675;1;;3;1;;2;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;660000;4;4;4;4;;4;220000;3;3;3;3;;3;778;1;2;98;0;0;0;MEDIO
TQRMNOSPTHJMKSCDEGJBF00864791;2024;3;1;1;43;S;13;625;2;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;1;0;1;810000;5;5;5;5;;5;810000;9;9;9;9;;9;636;1;0;98;0;0;0;BAJO
TQRMNOQWVHMLKSCDEGJBF00809979;2024;3;1;1;43;S;13;755;1;;4;1;;2;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1890000;9;9;9;9;;9;630000;8;8;8;8;;8;821;2;0;1;0;0;0;BAJO
TQRMNOPRRHMOKNCDEGIBJ00809824;2024;3;1;1;41;N;12;439;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;1;3;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;350000;2;2;3;;2;2;175000;2;2;4;;3;3;432;1;0;2;0;0;0;BAJO
TQRMNOQVUHMOKNCDEGIBJ00809825;2024;3;1;1;41;N;12;460;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;600000;3;4;5;;4;5;200000;3;3;4;;3;3;455;2;3;98;0;0;0;BAJO
TQRMNOSXTHLOKQCDEGIBJ00809880;2024;3;2;1;41;N;12;415;2;;1;1;;4;1;1;1;;1;1;1;1;1;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1000000;6;6;8;;7;8;1000000;9;10;10;;10;10;408;1;0;98;0;0;0;MEDIO
TQRMNORXUHKOKPCDEGIBJ00869509;2024;3;1;1;41;N;12;324;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;800000;5;5;7;;5;7;800000;9;9;10;;9;10;319;1;0;98;0;0;0;BAJO
TQRMNOSPUHKMKRCDEGIBJ00869510;2024;3;1;1;41;N;12;378;1;;3;1;;1;1;1;1;;1;1;1;1;2;1;2;3;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;910000;6;6;8;;6;7;227500;3;3;5;;4;4;380;2;0;98;0;0;0;MEDIO
TQRMNOPWVHJMORCDEIJAH00863776;2024;3;1;1;1;S;33;2768;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;900000;5;;5;5;;5;225000;3;;3;3;;4;4084;1;2;97;0;0;0;BAJO
TQRMNOQSTHKMLOCDEFJAH00869577;2024;3;1;1;43;N;3;230;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;3;0;3;907000;5;6;6;;6;5;302333,33;5;5;4;;5;3;510;1;2;98;0;0;0;MEDIO
TQRMNOSSRHKMLOCDEFJAH00869578;2024;3;1;1;43;N;3;240;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;230000;1;1;1;;1;1;230000;3;3;3;;4;2;341;1;0;98;0;0;0;BAJO
TQRMNOPWQHMNLLCDEFJAH00808681;2024;3;1;1;43;N;3;206;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;0;4;420000;2;2;2;;3;2;105000;1;1;1;;1;1;286;2;1;98;0;0;0;MEDIO
TQRMNOQXXHKMKOCDEHJGH00869579;2024;3;1;1;40;S;23;387;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;910000;5;6;6;5;;6;455000;7;7;8;7;;8;401;2;0;1;0;0;0;BAJO
TQRMNOQWVHJNKOCDEHJGH00863989;2024;3;1;1;40;S;23;255;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;6;;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;300000;1;1;2;1;;2;100000;1;1;1;1;;1;264;1;3;98;0;0;0;MEDIO
TQRMNOSQTHMMKRCDEHJGH00810975;2024;3;1;1;40;S;23;485;1;;6;1;;2;2;1;1;;1;1;1;1;2;2;2;6;6;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;800000;5;5;6;5;;5;800000;9;9;10;9;;10;504;1;0;98;0;0;0;BAJO
TQRMNORVVHMLKTCDEHJGH00810958;2024;3;1;1;40;S;23;359;1;;5;1;;2;1;1;1;;1;1;1;1;2;1;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1740000;9;9;9;8;;9;435000;6;7;8;6;;8;390;2;0;3;0;0;0;MEDIO
TQRMNORTTHJMKRCDEHJGH00863991;2024;3;1;1;40;S;23;481;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;200000;1;1;1;1;;1;200000;3;3;4;3;;4;500;1;0;98;0;0;0;BAJO
TQRMNOSUUHJMKRCDEHJGH00863992;2024;3;1;1;40;S;23;300;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;490000;2;3;3;2;;3;490000;7;7;9;7;;8;307;1;0;98;0;0;0;BAJO
TQRMNOSRYHLLKQCDEHNHB00806425;2024;3;1;1;42;S;27;381;1;;4;1;;3;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;2130397;9;10;10;9;;10;532599,25;7;8;8;7;;9;466;1;2;3;4;0;0;MEDIO
TQRMNORQQHKKKNCDEHNHB00869580;2024;3;1;1;42;S;27;560;1;;4;1;;1;2;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;1;1;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;1;1;1500000;8;8;9;8;;9;750000;9;9;9;9;;10;611;1;0;98;0;0;0;BAJO
TQRMNOPTRHLLKRCDEHNHB00806415;2024;3;2;1;42;S;27;396;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;1285000;7;8;8;7;;8;642500;8;8;9;8;;9;491;1;0;98;0;0;0;BAJO
TQRMNOTTQHMMKSCDEHNHB00869581;2024;3;1;1;42;S;27;405;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;0;1;600000;3;4;4;3;;4;600000;8;8;9;8;;9;363;1;0;98;0;0;0;BAJO
TQRMNOTSYHKOKMCDEGKDB00869582;2024;3;1;1;43;N;14;78;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;400000;2;2;2;;2;2;200000;3;3;3;;3;4;130;1;2;98;0;0;0;MEDIO
TQRMNOSYQHKNKNCDEGKDB00869583;2024;3;1;1;43;N;14;93;1;;2;1;;4;1;1;1;;1;1;2;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;260000;1;1;1;;1;1;52000;1;1;1;;1;1;163;2;0;98;0;0;0;ALTO
TQRMNORYSHMNKMCDEGKDB00810157;2024;3;1;1;43;N;14;129;1;;2;1;;4;1;1;1;;1;1;2;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;800000;5;5;5;;6;6;200000;3;3;2;;3;4;188;2;0;98;0;0;0;MEDIO
TQRMNOQWQHKMKOCDEGKDB00869584;2024;3;1;1;43;N;14;90;1;;2;2;;5;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;250000;1;1;1;;1;1;125000;1;2;1;;2;2;70;1;0;98;0;0;0;MEDIO
TQRMNOPWXHLOKNCDEGKDB00805103;2024;3;1;1;43;N;14;111;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;2;2;0;0;0;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;10;2;8;1060000;6;7;6;;7;7;106000;1;1;1;;1;1;267;2;3;98;0;0;0;ALTO
