CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;DENSIDAD_HOGAR
TQRMNORRYHJOKUCDEIOAH00864416;2024;2;1;1;43;N;38;183;1;;1;2;;4;2;2;1;;1;2;2;3;2;2;1;1;1;2;0;1;2;2;2;0;2;0;6;;2;;3;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;161300;1;1;1;;1;1;53766,67;1;1;1;;1;1;119;1;0;98;0;0;0;ALTO
TQRMNOPPSHMMOPCDEIJAH00802107;2024;2;1;1;1;S;33;1876;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;300000;2;;2;2;;2;100000;2;;2;2;;2;2531;2;0;98;0;0;0;MEDIO
TQRMNOPQTHMLRMCDEIJAH00802155;2024;2;1;1;1;S;33;1438;1;;1;2;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;3;0;2;0;0;0;ALTO
TQRMNOQYQHMMRNCDEIJAH00802156;2024;2;1;1;1;S;33;1626;1;;3;1;;1;2;1;2;;1;1;2;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;670000;6;;5;6;;6;223333,33;5;;5;5;;6;2583;2;0;98;0;0;0;MEDIO
TQRMNORQYHMORPCDEIJAH00802157;2024;2;1;1;1;S;33;3196;1;;2;1;;2;2;1;2;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;5;0;5;650000;6;;5;5;;6;130000;2;;2;2;;3;6708;2;1;98;0;0;0;ALTO
TQRMNORWYHLMRLCDEIJAH00807461;2024;2;1;1;1;S;33;2280;1;;3;1;;2;1;1;2;;1;1;2;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;MEDIO
TQSMNOPTWHJNRPCDEIJAH00864417;2024;2;1;1;1;S;33;1650;2;;2;2;;4;2;1;1;;1;1;2;1;2;1;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;204000;1;;1;1;;1;204000;4;;4;4;;5;1983;1;0;98;0;0;0;BAJO
TQRMNOQPPHJNRPCDEIJAH00864418;2024;2;1;1;1;S;33;2644;1;;4;1;;2;1;1;1;;1;1;2;1;1;1;2;4;3;2;0;1;2;1;1;1;2;0;2;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;9;1;8;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;4;0;0;0;ALTO
TQRMNOQPUHLNRMCDEIJAH00807430;2024;2;1;1;1;S;33;3599;1;;2;2;;4;1;1;1;;1;1;2;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;7;3;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;ALTO
TQSMNOPRTHLORNCDEIJAH00864419;2024;2;1;1;1;S;33;2753;2;;2;2;;4;2;2;1;;1;2;2;2;2;1;2;2;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;0;;0;0;;0;0;0;;0;0;;0;4942;98;0;98;0;0;0;MEDIO
TQSMNOQUVHMNRRCDEIJAH00858416;2024;2;1;1;1;S;33;2838;1;;3;2;;4;1;1;2;;1;2;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;6;2;4;420000;3;;3;3;;4;70000;1;;1;1;;1;5749;2;0;3;0;0;0;MEDIO
TQRMNOQPVHMOMMCDEFIAH00798203;2024;2;1;1;43;S;2;743;1;;3;1;;5;1;1;1;;1;1;1;3;2;2;2;3;1;2;0;1;1;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;BAJO
TQRMNOPYQHJOLQCDEIKAH00864420;2024;2;1;1;43;S;34;507;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;3;4;5;0;MEDIO
TQRMNORUSHKMLUCDEIKAH00860700;2024;2;1;1;43;S;34;727;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;MEDIO
TQRMNOQTQHKMKNCDEHJGH00858448;2024;2;1;1;40;S;23;296;1;;4;1;;5;1;1;1;;1;1;1;1;1;2;2;4;1;2;0;2;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;3;1;2;2220000;10;10;10;10;;10;740000;10;10;10;10;;10;308;2;0;1;0;0;0;BAJO
TQRMNOSSPHMLKPCDEHJGH00800812;2024;2;3;1;40;S;23;424;2;;4;1;;2;1;1;1;;1;1;1;1;1;2;2;4;3;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;5;2;3;428000;3;4;4;3;;4;85600;1;1;2;1;;2;440;1;0;98;0;0;0;MEDIO
TQRMNOQYRHLLKRCDEHJGH00811050;2024;2;2;1;40;S;23;268;1;;6;1;;3;1;1;1;;1;1;1;1;2;2;2;6;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;0;2;1500000;9;10;10;9;;9;750000;10;10;10;10;;10;265;1;0;96;0;0;0;BAJO
TQRMNOUSXHMMKQCDEHJGH00864529;2024;2;1;1;40;S;23;521;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;1;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;0;0;0;MEDIO
TQRMNOPSXHMMKSCDEHJGH00800786;2024;2;1;1;40;S;23;341;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;2;2;1;2;0;1;1;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;4;0;4;500000;4;4;5;4;;4;125000;2;2;3;2;;3;336;1;2;98;0;0;0;BAJO
TQRMNORQPHMMKSCDEHJGH00800774;2024;2;1;1;40;S;23;309;1;;6;1;;3;1;1;1;;1;1;1;1;2;2;2;6;2;2;0;2;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;400000;3;3;4;3;;3;400000;8;8;9;8;;9;312;1;0;98;0;0;0;BAJO
TQRMNORURHLMKPCDEHNHB00864530;2024;2;1;1;42;S;27;291;2;;2;1;;1;2;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;4;ELECTRICIDAD;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;BAJO
TQRMNOPXQHLLKQCDEHNHB00806391;2024;2;1;1;42;S;27;394;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1370000;9;9;10;9;;9;456666,67;8;9;9;8;;9;486;1;0;2;3;0;0;BAJO
TQRMNOPXRHLLKQCDEHNHB00806392;2024;2;1;1;42;S;27;445;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1405000;9;10;10;9;;10;702500;10;10;10;9;;10;512;96;0;98;0;0;0;BAJO
TQRMNOQTWHKKKMCDEHNHB00857107;2024;2;1;1;42;S;27;366;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;982414;8;8;8;7;;8;491207;8;9;9;8;;9;377;2;0;97;0;0;0;BAJO
TQRMNOPWSHKKKNCDEHNHB00858457;2024;2;1;1;42;S;27;415;1;;4;1;;2;2;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;241400;2;2;1;2;;1;241400;5;5;6;5;;6;422;1;0;98;0;0;0;BAJO
TQRMNORRTHJOKOCDEHNHB00864531;2024;2;1;1;42;S;27;465;1;;3;1;;1;2;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;529000;5;5;5;4;;4;264500;6;6;7;6;;7;498;2;0;98;0;0;0;BAJO
TQRMNOPTQHJMKPCDEHNHB00864532;2024;2;1;1;42;S;27;514;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1393086;9;9;10;9;;9;348271,5;7;7;8;7;;8;548;2;1;98;0;0;0;MEDIO
TQRMNOSQUHLMKSCDEHNHB00806393;2024;2;1;1;42;S;27;300;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;480000;4;4;4;4;;4;240000;5;5;6;5;;6;315;2;0;98;0;0;0;MEDIO
TQRMNORWTHJMKMCDEOJAH00864533;2024;2;1;1;44;N;93;77;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;1;3;1230000;9;9;8;;9;9;307500;7;7;6;;7;6;89;2;0;1;0;0;0;MEDIO
TQRMNOPSXHLMKMCDEOJAH00808429;2024;2;1;1;44;N;93;77;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;500000;4;4;3;;5;4;125000;2;2;2;;3;2;85;1;0;98;0;0;0;MEDIO
TQRMNOQWXHLMLQCDEFLID00803826;2024;2;1;1;43;S;5;527;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;790000;6;7;7;6;;7;197500;4;4;4;4;;4;1217;1;2;98;0;0;0;MEDIO
TQRMNOSRRHJOLQCDEFLID00864534;2024;2;1;1;43;S;5;668;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;4;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;4;0;1;0;0;0;MEDIO
TQRMNPQRVHJOLQCDEFLID00864535;2024;2;1;1;43;S;5;460;1;;3;1;;4;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;MEDIO
TQRMNORTVHLOLRCDEFLID00803827;2024;2;1;1;43;S;5;246;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;3;4;0;0;MEDIO
TQRMNOVXYHLOLRCDEFLID00803846;2024;2;1;1;43;S;5;424;1;;1;1;;4;1;1;2;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;300000;2;2;2;2;;2;300000;6;7;6;6;;7;595;1;0;98;0;0;0;MEDIO
TQRMNOQQXHLMLSCDEFLID00803835;2024;2;1;1;43;S;5;176;1;;5;1;;4;1;1;2;;1;1;1;2;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;96;0;0;0;MEDIO
TQRMNOQSUHLNLPCDEFNFF00804193;2024;2;2;1;41;N;7;277;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;860000;7;7;9;;8;8;430000;8;8;10;;9;9;549;2;0;98;0;0;0;BAJO
TQRMNOQUWHLOKTCDEFOCD00804387;2024;2;1;1;41;N;8;347;1;;3;1;;4;1;1;1;;1;1;2;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;420000;3;4;5;;4;6;140000;3;3;4;;3;5;419;4;0;98;0;0;0;MEDIO
TQRMNOQYWHKOKMCDEFMDB00857269;2024;2;1;1;43;N;6;139;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;MEDIO
TQRMNOPRXHLMKQCDEFMDB00804115;2024;2;1;1;43;N;6;165;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;1;98;0;0;0;BAJO
TQRMNORQPHJMKPCDEFMDB00864185;2024;2;1;1;43;N;6;131;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;97;0;98;0;0;0;BAJO
TQRMNORQRHJMKPCDEFMDB00864186;2024;2;1;1;43;N;6;147;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;MEDIO
TQRMNOPXVHLKKRCDEFMDB00804107;2024;2;1;1;43;N;6;286;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;1;1;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;860000;7;7;7;;8;7;860000;10;10;10;;10;10;527;1;0;98;0;0;0;BAJO
TQRMNOQPQHJLKRCDEFMDB00864187;2024;2;1;1;43;N;6;200;4;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;680000;6;6;6;;6;5;340000;7;7;7;;8;6;260;2;0;98;0;0;0;MEDIO
TQRMNORPPHJOLMCDEFMDB00864188;2024;2;1;1;43;N;6;123;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;2;2;0;0;0;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;0;1;600000;5;5;5;;6;4;600000;9;9;9;;9;9;156;1;0;98;0;0;0;BAJO
TQRMNOQQRHKMLLCDEHJGH00857428;2024;2;1;1;40;S;23;312;1;;4;1;;2;1;1;1;;1;1;1;1;1;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;3;0;3;675000;6;6;6;6;;6;225000;5;5;7;5;;6;320;1;0;2;0;0;0;BAJO
TQRMNOQYPHLOKUCDEGNFJ00805375;2024;2;1;1;44;N;17;231;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;3;6;98;0;0;0;ALTO
TQRMNOQUTHLOMLCDEHPJB00806582;2024;2;1;1;40;S;29;400;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;2;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;1;6;1378000;9;9;10;9;;9;196857,14;4;4;6;4;;5;520;2;3;1;4;5;0;MEDIO
TQRMNOQSVHJNMOCDEFKID00864189;2024;2;1;1;43;S;4;769;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;5;1;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;3;0;0;0;MEDIO
TQRMNOQUYHKNKPCDEIHJF00861302;2024;2;1;1;44;N;31;115;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;MEDIO
TQRMNOSQSHKOKQCDEIHJF00857005;2024;2;1;1;44;N;31;202;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;1;1;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;0;1;2250000;10;10;10;;10;10;2250000;10;10;10;;10;10;206;1;0;98;0;0;0;BAJO
TQRMNOPWQHJOKPCDEIHJF00864190;2024;2;1;1;44;N;31;180;1;;7;1;;4;1;1;1;;1;1;1;1;2;2;2;7;1;1;1;1;1;2;2;0;1;1;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2200000;10;10;10;;10;10;1100000;10;10;10;;10;10;205;2;0;1;0;0;0;BAJO
TQRMNOQQTHJKKQCDEIHJF00864191;2024;2;1;1;44;N;31;298;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;4000000;10;10;10;;10;10;1000000;10;10;10;;10;10;332;1;2;96;0;0;0;MEDIO
TQRMNOTYWHJKKQCDEIHJF00864192;2024;2;1;1;44;N;31;144;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;1200000;8;9;8;;9;8;600000;9;9;9;;10;8;178;1;0;96;0;0;0;BAJO
TQRMNOSQSHMOKQCDEIHJF00861303;2024;2;1;1;44;N;31;524;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;BAJO
TQRMNOPRQHLNKPCDEIHJF00806840;2024;2;1;1;44;N;31;93;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1500000;9;10;9;;10;9;750000;10;10;9;;10;9;103;1;2;98;0;0;0;BAJO
TQRMNORVUHLOKNCDEIHJF00806836;2024;2;1;1;44;N;31;221;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;4;1;3;1450000;9;10;9;;10;9;362500;7;8;6;;8;6;229;1;2;98;0;0;0;BAJO
TQRMNORQVHMLKRCDEIJAH00807405;2024;2;1;1;1;S;33;4345;2;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;MEDIO
TQRMNOURYHMKTUCDEIJAH00861171;2024;2;1;1;1;S;33;2641;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;97;0;0;0;BAJO
TQRMNOSRVHKKSUCDEIJAH00861172;2024;2;1;1;1;S;33;2143;1;;8;1;;1;1;1;1;;1;1;1;1;2;2;2;8;5;2;0;2;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;BAJO
TQRMNOPVPHJNOPCDEIJAH00862073;2024;2;3;1;1;S;33;2328;1;;99;1;;2;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;290000;2;;2;2;;2;145000;3;;3;3;;3;1097;1;0;98;0;0;0;MEDIO
TQRMNORPYHJNOPCDEIJAH00864304;2024;2;1;1;1;S;33;1476;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;1;3;0;0;0;MEDIO
TQRMNORYPHJNOPCDEIJAH00864305;2024;2;1;1;1;S;33;1240;1;;3;1;;4;1;1;1;;1;1;1;2;2;1;2;3;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;340000;3;;2;2;;3;170000;3;;3;3;;4;1281;1;2;98;0;0;0;BAJO
TQRMNOQTUHJOPOCDEIJAH00864306;2024;2;1;1;1;S;33;3335;1;;2;2;;4;2;1;1;;1;2;2;2;2;2;2;2;2;2;0;2;1;2;2;0;2;0;2;;2;;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;0;2;370000;3;;3;3;;3;185000;4;;4;4;;4;3673;1;2;98;0;0;0;MEDIO
TQRMNOPWVHLMTSCDEIJAH00807814;2024;2;1;1;1;S;33;1908;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1800000;10;;9;10;;10;600000;9;;9;9;;9;3182;1;2;3;0;0;0;MEDIO
TQRMNOQWUHLMTSCDEIJAH00807815;2024;2;1;1;1;S;33;2351;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;800000;7;;6;7;;7;160000;3;;3;3;;4;4788;2;0;1;5;0;0;MEDIO
TQRMNORWRHKOTNCDEIJAH00856864;2024;2;1;1;1;S;33;3730;1;;2;2;;2;1;1;2;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;400000;3;;3;3;;3;200000;4;;4;4;;5;6423;2;0;98;0;0;0;MEDIO
